ID	PP	logFC	P.adjusted
ANO9	other	-0.096513333	0.964139088
ANP32A	PP	-0.047923333	0.87322132
ANP32B	PP	-0.058063333	0.862754746
ANP32C	PP	0.164953333	0.795385973
ANP32D	PP	0.16983	0.538249302
ANP32E	PP	0.289996667	0.658587294
ANPEP	other	0.067576667	0.97496904
ANTXR1	other	-0.03544	0.998229002
ANTXR2	other	0.272193333	0.554261925
ANTXRL	other	0.418076667	0.267587131
ANXA1	other	0.189983333	0.840795635
ANXA10	other	-1.816513333	0.139463815
ANXA11	other	0.038626667	0.925856996
ANXA13	other	-1.700726667	0.045082723
ANXA2	other	-0.565413333	0.131999199
ANXA2P1	other	-0.18842	0.772428886
ANXA2P2	other	-0.511893333	0.194774096
ANXA2P3	other	-0.386996667	0.705973908
ANXA3	other	-0.182656667	0.838733488
ANXA4	other	-0.24449	0.615886629
ANXA5	other	-0.04681	0.917125593
ANXA6	other	-0.34621	0.198840146
ANXA7	other	-0.05771	0.817960288
ANXA9	other	-0.183833333	0.816342553
AOAH	other	-0.37582	0.626178334
AOC2	other	-0.240273333	0.67540444
AOC3	other	0.086696667	0.939665001
AOX1	other	-0.040063333	1
AOX2P	other	-0.11787	0.670151397
AP1AR	other	-0.070503333	0.801413294
AP1B1	other	-0.101313333	0.726898802
AP1G1	other	-0.013596667	0.996069258
AP1G2	other	-0.04684	0.96873445
AP1M1	other	0.024556667	0.974799971
AP1M2	other	-0.04435	1
AP1S1	other	-0.313173333	0.190467911
AP1S2	other	-0.087013333	0.911568915
AP1S3	other	-0.58761	0.051093222
AP2A1	other	-0.106673333	0.768519575
AP2A2	other	0.128993333	0.708395508
AP2B1	other	0.403616667	0.049900756
AP2M1	other	-0.010373333	1
AP2S1	other	-0.21645	0.398690466
AP3B1	other	0.002503333	1
AP3B2	other	0.076226667	0.989400518
AP3D1	other	-0.03108	0.953099645
AP3M1	other	0.03524	0.932383532
AP3M2	other	0.1262	0.683887207
AP3S1	other	-0.09184	0.754152657
AP4B1	other	-0.176026667	0.565848992
AP4E1	other	-0.15839	0.508673972
AP4M1	other	-0.123796667	0.62674425
AP4S1	other	0.608606667	0.077722784
APAF1	other	0.142766667	0.588041648
APBA1	other	0.747183333	0.091759446
APBA2	other	0.308703333	0.772428886
APBA3	other	0.079166667	0.908468432
APBB1	other	0.582343333	0.227712343
APBB1IP	other	-0.48372	0.241382803
APBB2	other	0.066173333	0.913358383
APBB3	other	-0.233163333	0.660260688
APC	other	0.270426667	0.237636414
APC2	other	0.08113	0.963805079
APCDD1	other	0.365313333	0.415830336
APCDD1L	other	-0.14883	0.936495139
APCS	other	-0.233056667	0.755379642
APEH	other	0.122523333	0.677496964
APEX1	other	-0.059296667	0.914198919
APEX2	other	-0.268283333	0.198195668
APH1A	other	0.10713	0.604778138
APH1B	other	-0.242616667	0.595280286
API5	other	0.24483	0.054380783
APIP	other	0.002603333	1
APITD1	other	-0.216213333	0.474371731
APLF	other	-0.122413333	0.790500773
APLN	other	-0.087733333	0.958489752
APLNR	other	-0.699913333	0.115907295
APLP1	other	-0.19876	0.900660473
APLP2	other	0.786503333	0.005042891
APOA1	other	0.019863333	1
APOA1BP	other	-0.291546667	0.416555103
APOA2	other	-0.689443333	0.315615231
APOA4	other	0.194753333	0.825748059
APOA5	other	0.261883333	0.560531589
APOB	other	-0.981316667	0.310428709
APOBEC1	other	-1.071963333	0.259436239
APOBEC2	other	1.71012	0.050645201
APOBEC3A	other	-0.655403333	0.436386595
APOBEC3B	other	0.584686667	0.457001061
APOBEC3C	other	0.111273333	0.898826733
APOBEC3D	other	-0.41035	0.478473114
APOBEC3F	other	-0.028613333	1
APOBEC3G	other	-0.424756667	0.492786226
APOBEC3H	other	-0.586523333	0.376265632
APOBEC4	other	0.13056	0.964934802
APOC1	other	-0.609123333	0.263959326
APOC2	other	-0.640026667	0.406427671
APOC3	other	-0.00343	1
APOC4	other	-0.42498	0.167542463
APOD	other	1.37888	0.071727528
APOE	other	-0.803833333	0.132263129
APOF	other	-0.2114	0.892912793
APOH	other	2.41406	0.02874043
APOL1	other	-1.269056667	0.005417419
APOL2	other	-0.91496	0.003810392
APOL3	other	-0.438973333	0.336745616
APOL4	other	-0.807653333	0.106190985
APOL5	other	0.080543333	0.740151183
APOL6	other	-0.37925	0.231242196
APOLD1	other	-0.136023333	0.799575278
APOM	other	-0.19309	0.869559148
APOO	other	-0.665266667	0.007275189
APOOL	other	0.151683333	0.684083323
APP	other	0.31845	0.229080826
APPBP2	other	0.33062	0.057792517
APPL1	other	0.33245	0.086283504
APPL2	other	0.064476667	0.824801815
APRT	other	-0.194173333	0.667399959
APTX	other	-0.045463333	0.907991424
AQP1	other	1.063503333	0.170429704
AQP10	other	0.06157	0.966430213
AQP11	other	-0.119426667	0.793093187
AQP12B	other	-0.401353333	0.215711821
AQP2	other	1.312536667	0.048499727
AQP3	other	0.771813333	0.372918787
AQP4	other	0.635363333	0.711260125
AQP5	other	2.817206667	0.081532496
AQP6	other	1.625253333	0.063494484
AQP7	other	0.339846667	0.800512565
AQP7P1	other	-0.162373333	0.827464978
AQP7P3	other	0.02145	1
AQP8	other	-0.050533333	0.919838944
AQP9	other	-0.760073333	0.275306353
AQPEP	other	-0.1073	0.867603767
AQR	other	-0.07531	0.768653851
AR	other	-0.351226667	0.740151183
ARAF	other	-0.00346	1
ARAP1	other	0.079453333	0.844381405
ARAP2	other	-0.372263333	0.504460766
ARAP3	other	0.27365	0.544544689
ARC	other	0.358013333	0.718363966
ARCN1	other	-0.009666667	1
ARF1	other	-0.2634	0.204959627
ARF3	other	0.26303	0.049247874
ARF4	other	-0.085833333	0.790500773
ARF5	other	-0.156173333	0.564906833
ARF6	other	0.18578	0.52707133
ARFGAP1	other	-0.28685	0.390620621
ARFGAP2	other	0.124196667	0.463693918
ARFGAP3	other	-0.238153333	0.208875952
ARFGEF1	other	0.56915	0.012862065
ARFGEF2	other	-0.15677	0.611261693
ARFIP1	other	0.080746667	0.761938096
ARFIP2	other	-0.30593	0.208809112
ARFRP1	other	-0.15983	0.697508934
ARG1	other	-0.02957	0.97900087
ARG2	other	0.030663333	1
ARGFX	other	-0.023546667	0.678180286
ARGLU1	other	-0.092393333	0.877660826
ARHGAP1	other	0.044886667	0.904983504
ARHGAP10	other	-0.22033	0.730008934
ARHGAP11A	other	-0.552086667	0.197565225
ARHGAP12	other	0.451366667	0.023939778
ARHGAP15	other	-0.3019	0.600533037
ARHGAP17	other	-0.00515	1
ARHGAP18	other	0.030736667	0.986139915
ARHGAP19	other	0.241196667	0.267441971
ARHGAP20	other	1.507746667	0.029538355
ARHGAP21	other	-0.112483333	0.715332576
ARHGAP22	other	-0.00556	1
ARHGAP23	other	0.405176667	0.387731279
ARHGAP24	other	0.41916	0.312452805
ARHGAP25	other	-0.422746667	0.198886751
ARHGAP26	other	-0.382176667	0.499406962
ARHGAP27	other	0.04221	0.981256325
ARHGAP28	other	-0.02395	1
ARHGAP29	other	-0.018783333	1
ARHGAP30	other	-0.30162	0.479316259
ARHGAP31	other	0.405326667	0.399653454
ARHGAP32	other	-0.183356667	0.69545817
ARHGAP33	other	0.00769	1
ARHGAP36	other	-0.014626667	1
ARHGAP39	other	0.31918	0.47827547
ARHGAP4	other	-0.17246	0.831788257
ARHGAP42	other	0.695016667	0.098680659
ARHGAP5	other	0.61516	0.048131335
ARHGAP6	other	-0.096746667	0.878033845
ARHGAP9	other	-0.491893333	0.243682403
ARHGDIA	other	-0.025113333	0.981487335
ARHGDIB	other	0.407736667	0.239338787
ARHGDIG	other	0.457543333	0.452532518
ARHGEF1	other	-0.033486667	0.989296062
ARHGEF10	other	-0.380746667	0.324695843
ARHGEF10L	other	-0.137023333	0.821780446
ARHGEF11	other	-0.020173333	0.995641025
ARHGEF12	other	0.391606667	0.145918333
ARHGEF15	other	-0.554453333	0.133772094
ARHGEF16	other	-0.720936667	0.263489915
ARHGEF17	other	0.222596667	0.604722156
ARHGEF18	other	0.034953333	0.975949417
ARHGEF19	other	0.795156667	0.045675674
ARHGEF2	other	0.163313333	0.629118891
ARHGEF3	other	-0.024256667	0.980970474
ARHGEF33	other	0.491503333	0.450064736
ARHGEF35	other	0.110946667	0.89195914
ARHGEF37	other	-0.65491	0.246943164
ARHGEF38	other	0.601263333	0.238624682
ARHGEF4	other	-0.978206667	0.213735463
ARHGEF5	other	-0.03358	0.977949087
ARHGEF6	other	-0.016493333	1
ARHGEF7	other	-0.109986667	0.590958861
ARHGEF9	other	0.231413333	0.387528828
ARID1A	other	0.18577	0.531493376
ARID1B	other	0.113156667	0.673885994
ARID2	other	0.269453333	0.198204399
ARID3A	other	-0.098656667	0.858643261
ARID3B	other	-0.210763333	0.468699661
ARID3C	other	0.030176667	0.970448086
ARID4A	other	0.55541	0.00906075
ARID4B	other	0.208403333	0.39985584
ARID5A	other	-0.308026667	0.415055015
ARID5B	other	0.177973333	0.568350566
ARIH1	other	0.006033333	1
ARIH2	other	0.088523333	0.696818985
ARL1	other	-0.081153333	0.813394467
ARL10	other	0.47988	0.345476664
ARL11	other	-0.42935	0.365347937
ARL13A	other	0.05553	0.917377543
ARL13B	other	0.386136667	0.077722784
ARL14	other	-1.787763333	0.115767538
ARL15	other	-0.04967	0.951786587
ARL16	other	0.079253333	0.863630808
ARL17A	other	0.06007	0.931713231
ARL2	other	-0.0634	0.889549807
ARL2BP	other	0.12873	0.481336852
ARL3	other	-0.06657	0.809035024
ARL4A	other	0.07205	0.914077128
ARL4C	other	0.128546667	0.835473328
ARL4D	other	-0.013303333	1
ARL5A	other	0.082216667	0.78192999
ARL5B	other	0.14809	0.77852219
ARL5C	other	0.013036667	1
ARL6	other	0.276863333	0.289333551
ARL6IP1	other	-0.104993333	0.746299002
ARL6IP4	other	-0.09109	0.842634571
ARL6IP5	other	0.03302	0.973183264
ARL6IP6	other	0.174586667	0.593975729
ARL8A	other	-0.1321	0.596003482
ARL8B	other	0.049893333	0.898740553
ARL9	other	0.05636	0.999865421
ARMC1	other	0.310876667	0.287816144
ARMC10	other	-0.115786667	0.615179644
ARMC2	other	-0.0928	0.872536063
ARMC3	other	0.466126667	0.707850973
ARMC4	other	0.47411	0.693643111
ARMC5	other	0.038443333	0.980983521
ARMC6	other	-0.00591	1
ARMC7	other	0.1807	0.544276661
ARMC8	other	0.168926667	0.291063311
ARMC9	other	0.608453333	0.141057079
ARMCX1	other	-0.024916667	1
ARMCX2	other	-0.285766667	0.540762767
ARMCX3	other	-0.09966	0.755274096
ARMCX5	other	0.061263333	0.863309065
ARMCX6	other	-0.141323333	0.578342934
ARMS2	other	-0.14927	0.509636053
ARNT	other	0.163193333	0.476452086
ARNT2	other	1.128503333	0.079028626
ARNTL	other	-0.047896667	0.951923217
ARNTL2	other	-1.399676667	0.054850617
ARPC1A	other	-0.183433333	0.402676712
ARPC1B	other	-0.364426667	0.128480924
ARPC2	other	-0.182043333	0.358839557
ARPC3	other	-0.190716667	0.510128912
ARPC4	other	-0.128973333	0.623846551
ARPC5	other	-0.331923333	0.090248561
ARPC5L	other	-0.38615	0.045744219
ARPM1	other	-0.064153333	0.931912928
ARPP19	other	-0.05648	0.844381405
ARPP21	other	0.080693333	0.827488011
ARR3	other	0.071286667	0.552143842
ARRB1	other	0.49635	0.168616218
ARRB2	other	-0.112116667	0.679854452
ARRDC1	other	-0.31134	0.412860228
ARRDC2	other	-0.227363333	0.574539056
ARRDC3	other	0.87893	0.021405838
ARRDC4	other	-0.180953333	0.816825121
ARRDC5	other	-0.729906667	0.063494484
ARSA	other	-0.404246667	0.378185456
ARSB	other	-0.02727	0.975002637
ARSD	other	0.559856667	0.104838031
ARSE	other	0.979703333	0.415940879
ARSF	other	-0.040283333	0.934518126
ARSG	other	-0.255633333	0.596861291
ARSH	other	-0.029856667	1
ARSI	other	-0.246843333	0.64426188
ARSJ	other	0.66929	0.16291569
ARSK	other	0.200486667	0.495789226
ART1	other	-0.24287	0.464131987
ART3	other	-0.421986667	0.283653063
ART4	other	0.110393333	0.932823267
ART5	other	0.610923333	0.219646303
ARTN	other	-1.327033333	0.013675803
ARV1	other	-0.197593333	0.608811794
ARVCF	other	0.30194	0.636126134
ARX	other	1.205843333	0.292298579
ASAH1	other	-0.171913333	0.689930878
ASAH2B	other	0.017396667	1
ASAP1	other	-0.29421	0.429572271
ASAP2	other	-0.880946667	0.061477303
ASAP3	other	-0.024193333	1
ASB1	other	0.02945	0.968816887
ASB10	other	-0.039656667	0.795159441
ASB11	other	0.255773333	0.30159997
ASB12	other	-0.04855	0.984433744
ASB13	other	-0.074696667	0.873195949
ASB14	other	0.41	0.226172651
ASB15	other	-0.01889	0.693839476
ASB16	other	0.341446667	0.569612175
ASB17	other	-0.188093333	0.097849347
ASB18	other	0.01281	0.732869354
ASB2	other	-0.52929	0.315737587
ASB3	other	0.38968	0.025249822
ASB4	other	0.011686667	1
ASB5	other	0.16021	0.807779445
ASB6	other	-0.133443333	0.66250966
ASB7	other	-0.032813333	0.938937367
ASB8	other	0.190233333	0.319177047
ASB9	other	-0.131426667	0.876384678
ASCC1	other	-0.112496667	0.675240631
ASCC2	other	0.09108	0.768409194
ASCC3	other	0.10038	0.81917798
ASCL1	other	-0.484446667	0.880621541
ASCL2	other	0.05656	0.995439277
ASCL3	other	0.20918	0.517172486
ASCL4	other	0.191916667	0.5332983
ASF1A	other	-0.260216667	0.433051749
ASF1B	other	-0.327346667	0.495639865
ASGR1	other	-0.592693333	0.273714305
ASGR2	other	-1.164003333	0.046991826
ASH1L	other	0.41846	0.194905458
ASH2L	other	-0.08622	0.740637555
ASIP	other	-0.20319	0.416555103
ASL	other	-0.192096667	0.713333688
ASMT	other	-0.430876667	0.403477553
ASMTL	other	0.294583333	0.253198174
ASNA1	other	0.084556667	0.822558624
ASNS	other	-0.10872	0.87322132
ASNSD1	other	-0.073746667	0.692407454
ASPA	other	0.01513	1
ASPDH	other	-0.077483333	0.900726729
ASPG	other	-1.63317	0.198204399
ASPH	other	0.354643333	0.671011414
ASPHD1	other	0.051303333	1
ASPHD2	other	-0.142366667	0.877306254
ASPM	other	-0.666073333	0.255071017
ASPN	other	-0.382683333	0.645064867
ASPRV1	other	-0.053836667	0.960457137
ASPSCR1	other	-0.063346667	0.934731628
ASRGL1	other	0.615456667	0.548254659
ASS1	other	-0.685873333	0.317744542
ASTE1	other	0.201833333	0.394795262
ASTL	other	-0.09761	0.872275855
ASTN1	other	0.586793333	0.253198174
ASTN2	other	0.141796667	0.735247469
ASXL1	other	0.110836667	0.714510954
ASXL2	other	0.319156667	0.436189082
ASXL3	other	-0.200483333	0.823163343
ASZ1	other	-0.278893333	0.599231074
ATAD1	other	0.12055	0.599187056
ATAD2	other	0.222176667	0.729328914
ATAD2B	other	0.186573333	0.48300558
ATAD3A	other	-0.301303333	0.543778253
ATAD3B	other	-0.47783	0.437095163
ATAD3C	other	0.56043	0.43727386
ATAD5	other	0.271376667	0.546443074
ATCAY	other	0.181376667	0.311089383
ATE1	other	0.106556667	0.866441795
ATF1	other	0.225186667	0.329235491
ATF2	other	0.1529	0.685015311
ATF3	other	0.370686667	0.672884037
ATF4	other	-0.376513333	0.127227683
ATF5	other	-0.460563333	0.191965232
ATF6	other	0.074813333	0.809120201
ATF6B	other	0.17019	0.548979363
ATF7	other	0.215376667	0.262458694
ATF7IP	other	0.319926667	0.281416399
ATF7IP2	other	-0.130446667	0.85375796
ATG10	other	-0.34677	0.134137449
ATG12	other	-0.141076667	0.532087324
ATG16L1	other	-0.20393	0.310959707
ATG16L2	other	-0.168123333	0.815732393
ATG2A	other	0.313836667	0.36599713
ATG2B	other	0.217553333	0.455100952
ATG3	other	-0.02066	0.976189371
ATG4A	other	-0.013733333	1
ATG4B	other	-0.0716	0.866842519
ATG4C	other	0.032333333	0.964738952
ATG4D	other	-0.258583333	0.404190604
ATG5	other	-0.22178	0.304079816
ATG7	other	-0.14833	0.560738141
ATG9A	other	-0.112683333	0.652506307
ATG9B	other	0.101623333	0.960210506
ATHL1	other	-0.04124	1
ATIC	other	-0.180206667	0.410251881
ATL1	other	-0.039596667	0.986431814
ATL2	other	0.273623333	0.300568106
ATL3	other	-0.219453333	0.453944144
ATM	other	-0.118143333	0.780674945
ATMIN	other	0.032203333	0.944214628
ATN1	other	-0.018983333	1
ATOH1	other	-0.073403333	0.912139683
ATOH7	other	0.115923333	0.824368859
ATOH8	other	-0.021773333	1
ATOX1	other	-0.34872	0.158800237
ATP10A	other	0.491396667	0.482012491
ATP10B	other	0.468706667	0.712094562
ATP10D	other	-0.10306	0.865546038
ATP11A	other	1.082113333	0.013478106
ATP11B	other	0.12927	0.693839476
ATP11C	other	0.47443	0.138059666
ATP12A	other	0.77156	0.500950496
ATP13A1	other	-0.00843	1
ATP13A2	other	0.036576667	0.972017131
ATP13A3	other	0.32453	0.248348742
ATP13A4	other	1.494143333	0.168687856
ATP13A5	other	0.2625	0.842522514
ATP1A1	other	0.36439	0.253112175
ATP1A2	other	0.9323	0.233658886
ATP1A3	other	0.107006667	0.962473311
ATP1A4	other	-0.32179	0.525985561
ATP1B1	other	-0.330173333	0.637897622
ATP1B2	other	0.478223333	0.451988103
ATP1B3	other	-0.337466667	0.331016624
ATP1B4	other	0.021616667	0.559530493
ATP2A1	other	-0.229223333	0.762532988
ATP2A2	other	-0.143303333	0.613549604
ATP2A3	other	-0.738043333	0.182907293
ATP2B1	other	-0.554393333	0.087724841
ATP2B2	other	0.257233333	0.744877987
ATP2B3	other	0.248466667	0.525109788
ATP2B4	other	-0.116186667	0.844381405
ATP2C1	other	0.257026667	0.278923317
ATP2C2	other	-0.044936667	1
ATP4A	other	-0.065646667	0.72438697
ATP4B	other	0.481576667	0.51231126
ATP5A1	other	-0.104246667	0.791114152
ATP5B	other	-0.2304	0.40913853
ATP5C1	other	-0.28533	0.307108172
ATP5D	other	-0.42185	0.393193376
ATP5EP2	other	-0.252703333	0.622553753
ATP5F1	other	-0.229576667	0.317744542
ATP5G1	other	-0.512846667	0.158800237
ATP5G2	other	-0.002376667	1
ATP5G3	other	-0.292343333	0.271215144
ATP5H	other	-0.08974	0.788232383
ATP5I	other	0.05682	0.919876822
ATP5J	other	-0.26363	0.258070997
ATP5J2	other	-0.44238	0.104823596
ATP5L	other	-0.112906667	0.788068582
ATP5L2	other	-0.128686667	0.833910278
ATP5O	other	-0.197583333	0.516515
ATP5S	other	0.100783333	0.825748059
ATP5SL	other	-0.03219	0.935245556
ATP6AP1	other	0.04746	0.89521291
ATP6AP1L	other	0.080463333	0.937462625
ATP6AP2	other	0.045733333	0.885251826
ATP6V0A1	other	0.067483333	0.858680539
ATP6V0A2	other	0.06263	0.801413294
ATP6V0A4	other	-0.213666667	0.930385802
ATP6V0B	other	-0.581526667	0.023348853
ATP6V0C	other	-0.312336667	0.170250562
ATP6V0D1	other	-0.133206667	0.609452264
ATP6V0D2	other	0.059156667	0.994609793
ATP6V0E1	other	-0.130043333	0.663812416
ATP6V0E2	other	0.026303333	1
ATP6V1A	other	-0.07998	0.754661136
ATP6V1B1	other	-0.032716667	1
ATP6V1B2	other	-0.28449	0.20103281
ATP6V1C1	other	0.189246667	0.465575746
ATP6V1C2	other	-0.024546667	1
ATP6V1D	other	-0.02478	0.980983521
ATP6V1E1	other	-0.165113333	0.360162807
ATP6V1E2	other	-0.129113333	0.788941014
ATP6V1F	other	-0.369363333	0.073080872
ATP6V1G1	other	-0.353926667	0.145918333
ATP6V1G2	other	0.581423333	0.09113166
ATP6V1G3	other	-0.053356667	0.52603094
ATP6V1H	other	0.118616667	0.638842607
ATP7A	other	0.335176667	0.258196632
ATP7B	other	0.012966667	1
ATP8A1	other	0.487246667	0.500410707
ATP8A2	other	0.856613333	0.310074654
ATP8B1	other	0.003453333	1
ATP8B2	other	0.464786667	0.276236287
ATP8B3	other	-0.07801	0.972806141
ATP8B4	other	0.044856667	0.977616701
ATP9A	other	1.10696	0.001450039
ATP9B	other	-0.062126667	0.918017708
ATPAF1	other	0.08194	0.759343578
ATPAF2	other	0.10675	0.711103739
ATPBD4	other	0.169686667	0.712094562
ATPIF1	other	-0.26724	0.387389352
ATR	other	0.031646667	0.93864448
ATRIP	other	-0.046183333	0.902474026
ATRN	other	0.398956667	0.074149252
ATRNL1	other	-0.007966667	1
ATRX	other	0.415416667	0.078004311
ATXN1	other	0.678983333	0.010814308
ATXN10	other	0.087706667	0.59892022
ATXN1L	other	0.23456	0.371476507
ATXN2	other	0.031693333	0.96708698
ATXN2L	other	-0.154493333	0.457545798
ATXN3	other	0.197733333	0.436665089
ATXN7	other	0.340766667	0.171139419
ATXN7L1	other	-0.16293	0.67315165
ATXN7L2	other	-0.15093	0.766940102
ATXN7L3	other	0.13581	0.526434726
ATXN7L3B	other	0.248106667	0.198922015
ATXN8OS	other	0.018636667	0.695031005
AUH	other	-0.029663333	0.97095854
AUP1	other	-0.171066667	0.541414634
AURKA	other	-0.588016667	0.238674932
AURKAIP1	other	-0.338606667	0.390377052
AURKAPS1	other	-0.106876667	0.854449878
AURKB	other	-0.589776667	0.386557145
AURKC	other	-0.100836667	0.877306254
AUTS2	other	0.297783333	0.730947447
AVEN	other	-0.66212	0.009105156
AVIL	other	0.424426667	0.543252193
AVL9	other	-0.099	0.838123838
AVP	other	0.120993333	0.637716041
AVPI1	other	-0.89199	0.026509066
AVPR1A	other	0.148113333	0.925593563
AVPR1B	other	0.30149	0.567674714
AVPR2	other	-0.253986667	0.715099857
AWAT1	other	-0.018776667	0.996045165
AWAT2	other	-0.212433333	0.698352048
AXIN1	other	0.060783333	0.898106936
AXIN2	other	-0.00123	1
AXL	other	0.23115	0.726192592
AZGP1	other	-1.582423333	0.177603377
AZI1	other	0.300426667	0.628230551
AZI2	other	-0.042146667	0.904826786
AZIN1	other	0.057233333	0.916597368
AZU1	other	0.573026667	0.456432383
B2M	other	-0.45498	0.230896227
B3GALNT1	other	-0.476776667	0.315737587
B3GALNT2	other	-0.227536667	0.498672402
B3GALT1	other	0.04313	0.97909698
B3GALT2	other	1.159033333	0.20103281
B3GALT4	other	-0.425093333	0.332437719
B3GALT5	other	-0.830663333	0.323797913
B3GALT6	other	-0.06123	0.907309208
B3GALTL	other	0.535746667	0.046195448
B3GAT1	other	0.685663333	0.559066774
B3GAT2	other	-0.22554	0.674372008
B3GAT3	other	-0.18408	0.671011414
B3GNT1	other	0.229573333	0.382071718
B3GNT2	other	-0.141933333	0.64226603
B3GNT3	other	-0.96766	0.187384164
B3GNT4	other	-0.068693333	0.998280714
